"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"DrillDown is not available for InfoWidget.","9219","The DrillDown test","","Tue May 13 09:30:20 GMT 2025","passed","Tue May 13 09:30:30 GMT 2025","","Info. Checking the basic functions for the Radio","application.Samples.Info.RadioOnInfoTest","drillDown"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","12664","Run-time exception validation test","","Tue May 13 09:32:42 GMT 2025","passed","Tue May 13 09:32:55 GMT 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","runtimeException"
"","7852","The test for getting the value from the field","","Tue May 13 09:30:28 GMT 2025","passed","Tue May 13 09:30:36 GMT 2025","","Info. Checking the basic functions for the PickList","application.Samples.Info.PickListOnInfoTest","read"
"The test calls Popup, the method returns a list with column headings","7888","The test for getting column headings","","Tue May 13 09:38:58 GMT 2025","passed","Tue May 13 09:39:06 GMT 2025","","Form. Checking the basic functions for the PickList in the widget Form","application.Samples.Form.PickListOnFormTest","getColumnName"
"The InfoWidget doesn't have a Placeholder.","6225","Test for getting the Placeholder value","","Tue May 13 09:29:00 GMT 2025","passed","Tue May 13 09:29:07 GMT 2025","","Info. Checking the basic functions for the DateTime","application.Samples.Info.DateTimeOnInfoTest","placeholder"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated","9472","Business Exception Validation Test","","Tue May 13 09:37:45 GMT 2025","passed","Tue May 13 09:37:54 GMT 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","businessException"
"The test sets the value in the field, and then checks the value in the field with what should be set","9449","A test for setting a value in a field","","Tue May 13 09:37:11 GMT 2025","passed","Tue May 13 09:37:20 GMT 2025","","Form. Checking the basic functions for the Text in the widget Form","application.Samples.Form.TextOnFormTest","edit"
"Sorting is not available for InfoWidget.","9735","Sorting test","","Tue May 13 09:28:49 GMT 2025","passed","Tue May 13 09:28:59 GMT 2025","","Info. Checking the basic functions for the Percent","application.Samples.Info.PercentOnInfoTest","sorting"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered","6731","Required Message validation test for one field","","Tue May 13 09:33:15 GMT 2025","passed","Tue May 13 09:33:22 GMT 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","fieldLevelValidationAnnotation"
"DrillDown is not available for InfoWidget.","7111","The DrillDown test","","Tue May 13 09:28:30 GMT 2025","passed","Tue May 13 09:28:37 GMT 2025","","Info. Checking the basic functions for the DateTime","application.Samples.Info.DateTimeOnInfoTest","drillDown"
"The test checks for the disabled attribute","5437","A test to check the field for ""Read-only""","","Tue May 13 09:34:51 GMT 2025","passed","Tue May 13 09:34:56 GMT 2025","","Form. Checking the basic functions for the Date in the widget Form","application.Samples.Form.DateOnFormTest","readonly"
"The test clears the field and clicks the Save button. Then validates the message that the field is required","9772","Required Message text Verification field test","","Tue May 13 09:31:51 GMT 2025","passed","Tue May 13 09:32:01 GMT 2025","","Form. Checking the basic functions for the Radio in the widget Form","application.Samples.Form.RadioOnFormTest","required"
"The InfoWidget doesn't have a Placeholder.","6073","Test for getting the Placeholder value","","Tue May 13 09:26:06 GMT 2025","passed","Tue May 13 09:26:12 GMT 2025","","Info. Checking the basic functions for the Input","application.Samples.Info.InputOnInfoTest","placeholder"
"The test sets the value with the wrong data type in the field. After approval, it checks the text under the field, which informs about the correctness of the type of data entered.","8565","Required Message validation test for one field","","Tue May 13 09:34:02 GMT 2025","passed","Tue May 13 09:34:10 GMT 2025","","Form. Checking the basic functions for the MultiValue in the widget Form","application.Samples.Form.MultiValueOnFormTest","fieldLevelValidationAnnotation"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","5010","A test to get the field color value in Hex format","","Tue May 13 09:33:41 GMT 2025","passed","Tue May 13 09:33:46 GMT 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","color"
"Sorting is not available for InfoWidget.","9112","Sorting test","","Tue May 13 09:30:11 GMT 2025","passed","Tue May 13 09:30:20 GMT 2025","","Info. Checking the basic functions for the Radio","application.Samples.Info.RadioOnInfoTest","sorting"
"Filtering is not available for the Form widget","9581","Filtering test","","Tue May 13 09:41:03 GMT 2025","passed","Tue May 13 09:41:12 GMT 2025","","Form. Checking the basic functions for the InlinePickList in the widget Form","application.Samples.Form.InlinePickListOnFormTest","filtration"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","5976","A test to get the field color value in Hex format","","Tue May 13 09:28:54 GMT 2025","passed","Tue May 13 09:29:00 GMT 2025","","Info. Checking the basic functions for the DateTime","application.Samples.Info.DateTimeOnInfoTest","color"
"DrillDown is not available for InfoWidget.","11979","The DrillDown test","","Tue May 13 09:25:39 GMT 2025","passed","Tue May 13 09:25:51 GMT 2025","","Info. Checking the basic functions for the CheckBox","application.Samples.Info.CheckboxOnInfoTest","drillDown"
"The test verifies that after clearing the field, it is empty","8436","The test for deleting a file from a field","","Tue May 13 09:31:54 GMT 2025","passed","Tue May 13 09:32:02 GMT 2025","","Form. Checking the basic functions for the FileUpload in the widget Form","application.Samples.Form.FileUploadOnFormTest","clear"
