"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"The transition/Redirect is not available","5803","The DrillDown test","","Tue Jul 08 09:32:25 GMT 2025","passed","Tue Jul 08 09:32:31 GMT 2025","","List. Checking the basic functions for the Hint in the widget List","application.Samples.List.HintOnListTest","drillDown"
"The test gets the value in the field, and then checks the value in the field with what should be.","0","A test for checking a value in a field","","Tue Jul 08 09:25:48 GMT 2025","skipped","Tue Jul 08 09:25:48 GMT 2025","","List. Checking the basic functions for the Number in the widget List","application.Samples.List.NumberOnListTest","read"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated.","8034","Business Exception Validation Test","","Tue Jul 08 09:24:59 GMT 2025","passed","Tue Jul 08 09:25:07 GMT 2025","","List. Checking the basic functions for the FileUpload in the widget List","application.Samples.List.FileUploadOnListTest","businessException"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated.","19120","Business Exception Validation Test","","Tue Jul 08 09:34:39 GMT 2025","passed","Tue Jul 08 09:34:58 GMT 2025","","List. Checking the basic functions for the PickList in the widget List","application.Samples.List.PickListOnListTest","businessException"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated.","19245","Run-time exception validation test","","Tue Jul 08 09:36:14 GMT 2025","passed","Tue Jul 08 09:36:34 GMT 2025","","List. Checking the basic functions for the PickList in the widget List","application.Samples.List.PickListOnListTest","runtimeException"
"The test sets the value in the field. After approval, the popup window, the title, the text in it, and the buttons are validated.","17768","Business Exception Validation Test","","Tue Jul 08 09:28:28 GMT 2025","passed","Tue Jul 08 09:28:46 GMT 2025","","List. Checking the basic functions for the DateTime in the widget List","application.Samples.List.DateTimeOnListTest","businessException"
"The test sets the value in the field. After approval, by clicking on the save button, the popup window, the title, the text in it, and the buttons are validated.","21768","Confirmation Popup Validation Test","","Tue Jul 08 09:28:17 GMT 2025","passed","Tue Jul 08 09:28:38 GMT 2025","","List. Checking the basic functions for the Percent in the widget List","application.Samples.List.PercentOnListTest","confirm"
"The test gets the value from the placeholder attribute and returns it in String format","8274","Test for getting the Placeholder value","","Tue Jul 08 09:44:28 GMT 2025","passed","Tue Jul 08 09:44:36 GMT 2025","","Form. Checking the basic functions for the CheckBox","application.Samples.Form.CheckBoxOnFormTest","placeholder"
"The test sets the value in the field, and then checks the value in the field with what should be set","5842","A test for setting a value in a field","","Tue Jul 08 09:52:30 GMT 2025","passed","Tue Jul 08 09:52:36 GMT 2025","","Form. Checking the basic functions for the Input in the widget Form","application.Samples.Form.InputOnFormTest","edit"
"Checking the url before the transition and after the transition/click on a special element","8002","The DrillDown test","","Tue Jul 08 09:42:06 GMT 2025","passed","Tue Jul 08 09:42:14 GMT 2025","","Form. Checking the basic functions for the MultipleSelect in the widget Form","application.Samples.Form.MultipleSelectOnFormTest","drillDown"
"The test gets the value from the style attribute in RGB format, and then converts it to Hex format","8132","A test to get the field color value in Hex format","","Tue Jul 08 09:22:18 GMT 2025","passed","Tue Jul 08 09:22:26 GMT 2025","","Info. Checking the basic functions for the PickList","application.Samples.Info.PickListOnInfoTest","color"
